index	Unnamed: 1	Unnamed: 2	baseMean	log2FoldChange	fold_change	regulation	shrunkenlfc	lfcSE	stat	filter	pvalue	padj
SMLT_RS12935		protein_coding	4302.13471464237	5.91239601690216	60.229401462166415	Upregulated	5.71863537995591	0.251414432528801	23.5165338657511	1	2.76323914278572e-122	4.71451109130671e-120
SMLT_RS13565		protein_coding	94.5031900306355	5.36415686607662	41.18813410866664	Upregulated	5.10202134772991	0.385756595658425	13.9055480228947	1	5.8616173454032e-44	1.09713647865859e-42
SMLT_RS13560		protein_coding	248.145248028843	5.17204012622221	36.05281804861697	Upregulated	5.05136510160336	0.258599752834274	20.0001742829845	1	5.48803759048875e-89	4.27104118445756e-87
SMLT_RS12930		protein_coding	748.498219998162	4.72223931860175	26.395851815830916	Upregulated	4.55665936245401	0.26420147243373	17.8736298291685	1	1.89268430849747e-71	8.9318591409519e-70
SMLT_RS23020		protein_coding	42.2028069037342	4.67995232289111	25.63338895576482	Upregulated	4.23163700305386	0.557249466850282	8.39830740322357	1	4.52960132483362e-17	2.15593470782853e-16
SMLT_RS13515		protein_coding	2563.48182150432	4.59886651699863	24.23241888534385	Upregulated	4.44405104248404	0.250857451289847	18.3325888601371	1	4.54737227066169e-75	2.43037872200665e-73
SMLT_RS00220		protein_coding	4.00525481717574	4.51763982619466	22.905780637999126	Upregulated	2.62658777967587	1.33159801883524	3.39264534964258	1	0.000692211964123202	0.0011769460608856
SMLT_RS22880		protein_coding	14.2623571582004	4.51247071335756	22.823857085961077	Upregulated	3.75258875862467	0.758006156248257	5.9530792410605	1	2.63143807105298e-09	7.43033690846022e-09
SMLT_RS13520		protein_coding	4394.49266465811	4.48081691249669	22.328538407547715	Upregulated	4.44049349201214	0.128633541691977	34.8339698461102	1	7.4461734719436e-266	3.30312255215418e-262
SMLT_RS14805	hutG	protein_coding	145.893235601638	4.39997148838944	21.111709342968613	Upregulated	4.20584329212322	0.32533557096159	13.5244095054977	1	1.12241281177892e-41	1.93736312570088e-40
SMLT_RS16400		protein_coding	3477.32889906404	4.2977940834295	19.668214421836186	Upregulated	4.24541894400105	0.147636550844377	29.1106372971269	1	2.63307876109382e-186	1.9467228973687e-183
SMLT_RS02080		protein_coding	22.2051880331077	4.29542832164018	19.63598849814612	Upregulated	3.84183089997538	0.573020506286398	7.49611623758069	1	6.57365012208024e-14	2.53351102880521e-13
SMLT_RS13505		protein_coding	176.534744239496	4.25231689848663	19.057895335798662	Upregulated	4.11699979699742	0.257804735185436	16.4943320200383	1	4.02991658639743e-61	1.34411353212474e-59
SMLT_RS10480		protein_coding	1066.81672593714	4.19075008966618	18.261711661536747	Upregulated	4.13791137045332	0.155478284928188	26.9539253767933	1	5.13087518258417e-160	1.89671352582861e-157
SMLT_RS21675	cydB	protein_coding	1338.48960869702	4.15000528347471	17.753176569104156	Upregulated	4.08806690789111	0.172035222587578	24.1229977271781	1	1.43435331856288e-128	3.02990062911664e-126
SMLT_RS02075		protein_coding	12.4659616562328	4.14602904241138	17.7043140455142	Upregulated	3.65320781276141	0.700113965844784	5.92193449163469	1	3.18176374524496e-09	8.91054543807238e-09
SMLT_RS12890		protein_coding	13.4498039145897	4.0357921282817	16.401912355003322	Upregulated	3.39024066947975	0.704306315489558	5.73016603645879	1	1.00332377543937e-08	2.70726536973785e-08
SMLT_RS03265		protein_coding	1036.79537309896	3.93602390219598	15.305984112930775	Upregulated	3.87454578467151	0.174976653504032	22.4945661228187	1	4.69147094892167e-112	6.50355160294266e-110
SMLT_RS13510		protein_coding	323.140476194127	3.9087255483726	15.01909052299461	Upregulated	3.8423902057484	0.187151224280243	20.8853859407279	1	7.27148480022926e-97	6.86304395187596e-95
SMLT_RS03270		protein_coding	776.64368320632	3.8358917669157	14.279680220963142	Upregulated	3.79805652879555	0.142972674260441	26.8295447836989	1	1.46159536827364e-158	4.98741311820144e-156
SMLT_RS22605		pseudogene	3.86589179218352	3.78473645773233	13.782220677835694	Upregulated	1.92274569021665	1.35030604156794	2.80287308300687	1	0.00506495968359871	0.00779062453413449
